"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"CIX","ATA","ANS","JJI","YMS","CIX","756","777"
"AYP","LIM","ATA","CHH","JUL","AYP","877","BAE146"
"ANS","LIM","JJI","TBP","IQT","ANS","1071","DC8"
"ATA","JJI","YMS","JUL","AQP","ATA","888","F50"
"LIM","JUL","CHH","TBP","TRU","LIM","1115","MD11"
"JJI","YMS","IQT","TBP","PIO","JJI","1021","A400M"
"JUL","TPP","YMS","CHH","AQP","JUL","923","C212"
"TBP","CHH","TRU","TCQ","IQT","TBP","1406","V22"
"YMS","IQT","PEM","AQP","PIO","YMS","1057","BB1"
"CHH","PIU","TRU","AQP","TPP","CHH","1023","BA10"
"IQT","TRU","PIO","TYL","TCQ","IQT","N/A","Not Feasible"
"AQP","PIO","TPP","PEM","CUZ","AQP","944","SAH"
"TRU","NZA","TCQ","TPP","PIU","TRU","1176","A319"
"PIO","TCQ","PEM","CJA","TYL","PIO","1296","A320"
"TPP","PEM","CUZ","HUU","PIU","TPP","983","A321"
"TCQ","LHC","TYL","PIU","NZA","TCQ","1465","A330"
"PEM","TYL","CJA","MFT","CUZ","PEM","1035","737"
"PIU","CUZ","NZA","MNL","HUU","PIU","N/A","Not Feasible"
"TYL","NZA","CJA","CBO","LHC","TYL","N/A","Not Feasible"
"CUZ","CJA","HUU","CGY","MFT","CUZ","N/A","Not Feasible"
"NZA","HUU","LHC","PAG","MNL","NZA","N/A","Not Feasible"
"CJA","LHC","MFT","ZAM","CBO","CJA","N/A","Not Feasible"
"HUU","MFT","MNL","BAG","CGY","HUU","N/A","Not Feasible"
"LHC","MNL","CBO","TAC","PAG","LHC","N/A","Not Feasible"
"MFT","CBO","ZAM","BCD","CGY","MFT","6027","MD11"
"MNL","CGY","PAG","DGT","BAG","MNL","43","A400M"
"CBO","PAG","ZAM","ILO","TAC","CBO","28","C212"
"CGY","ZAM","BAG","KLO","BCD","CGY","47","V22"
"PAG","PPS","BAG","TAC","DGT","PAG","51","BB1"
"ZAM","TAC","BCD","ILO","SJI","ZAM","27","BA10"
"BAG","BCD","DGT","TAG","KLO","BAG","34","SIS99"
"TAC","DGT","PPS","MPH","ILO","TAC","33","SAH"
"BCD","ILO","KLO","SJI","DVO","BCD","26","A319"
"DGT","PPS","CRK","KLO","TAG","DGT","38","A320"
"ILO","SJI","PPS","USU","MPH","ILO","21","A321"
"KLO","SJI","TAG","DVO","BXU","KLO","27","A330"
"PPS","DPL","TAG","MPH","CRK","PPS","40","737"
"SJI","MPH","LAO","USU","DVO","SJI","60","747"
"TAG","DVO","BXU","LGP","CRK","TAG","44","757"
"MPH","CRK","USU","OZC","DPL","MPH","36","767"
"DVO","USU","LAO","CEB","BXU","DVO","59","777"
"CRK","DPL","BXU","MBT","LGP","CRK","39","BAE146"
"USU","DPL","OZC","CRM","LAO","USU","52","DC8"
"BXU","JOL","LAO","LGP","CEB","BXU","64","F50"
"DPL","LGP","MBT","CGM","OZC","DPL","22","MD11"
"LAO","CYU","OZC","CEB","CRM","LAO","52","A400M"
"LGP","MBT","CEB","JOL","ENI","LGP","40","C212"
"OZC","RXS","MBT","CRM","CGM","OZC","22","V22"
"CEB","CRM","CYP","CYU","JOL","CEB","37","BB1"
"MBT","CGM","JOL","ENI","VRC","MBT","45","BA10"
"CRM","CGM","CYU","RXS","TUG","CRM","47","SIS99"
"JOL","CYU","ENI","SFE","CYP","JOL","56","SAH"
"CGM","RXS","ENI","BSO","VRC","CGM","63","A319"
"CYU","RXS","CYP","WNP","TUG","CYU","38","A320"
"ENI","TDG","CYP","VRC","SFE","ENI","50","A321"
"RXS","TUG","BSO","VRC","SUG","RXS","53","A330"
"CYP","SGS","SFE","TUG","WNP","CYP","65","737"
"VRC","BSO","SFE","GES","TDG","VRC","71","747"
"TUG","BSO","WNP","SUG","SFS","TUG","56","757"
"SFE","WNP","TDG","SGS","MRQ","SFE","66","767"
"BSO","SUG","TDG","GES","TBH","BSO","70","777"
"WNP","SUG","SGS","SFS","CYZ","WNP","64","BAE146"
"TDG","GES","SGS","MRQ","OMC","TDG","54","DC8"
"SUG","GES","TBH","SFS","BPR","SUG","49","F50"
"SGS","MRQ","CYZ","SFS","LBX","SGS","57","MD11"
"GES","RZP","MRQ","TBH","OMC","GES","43","A400M"
"SFS","TBH","CYZ","GDN","BPR","SFS","N/A","Not Feasible"
"MRQ","CYZ","OMC","KRK","LBX","MRQ","N/A","Not Feasible"
"TBH","OMC","BPR","KTW","RZP","TBH","N/A","Not Feasible"
"CYZ","BPR","LBX","POZ","GDN","CYZ","N/A","Not Feasible"
"OMC","LBX","RZP","RZE","KRK","OMC","N/A","Not Feasible"
"BPR","RZP","GDN","SZZ","KTW","BPR","N/A","Not Feasible"
"LBX","GDN","KRK","OSP","POZ","LBX","N/A","Not Feasible"
"RZP","WAW","KTW","KRK","RZE","RZP","2632","A320"
"GDN","KTW","WRO","POZ","SZZ","GDN","284","A321"
"KRK","RZE","OSP","POZ","IEG","KRK","340","A330"
"KTW","RZE","WAW","LCJ","SZZ","KTW","333","737"
"POZ","SZZ","OSP","BZG","WRO","POZ","216","747"
"RZE","WAW","OSP","OSZ","IEG","RZE","331","757"
"SZZ","WRO","LCJ","WAW","QYD","SZZ","284","767"
"OSP","IEG","WRO","QXR","BZG","OSP","281","777"
"WAW","LCJ","IEG","OSZ","WMI","WAW","230","BAE146"
"WRO","LCJ","LUZ","QYD","BZG","WRO","309","DC8"
"IEG","OSZ","BZG","QXR","CZW","IEG","259","F50"
"LCJ","SMA","OSZ","QYD","WMI","LCJ","4728","MD11"
"BZG","QYD","LUZ","QXR","BGC","BZG","2965","A400M"
"OSZ","QXR","WMI","FLW","CZW","OSZ","N/A","Not Feasible"
"QYD","WMI","LUZ","FAO","SMA","QYD","N/A","Not Feasible"
"QXR","LUZ","CZW","GRW","BGC","QXR","N/A","Not Feasible"
"WMI","CZW","SMA","HOR","FLW","WMI","N/A","Not Feasible"
"LUZ","SMA","BGC","TER","FAO","LUZ","N/A","Not Feasible"
"CZW","BGC","FLW","PDL","GRW","CZW","N/A","Not Feasible"
"SMA","FAO","FLW","HOR","PIX","SMA","4154","A319"
"BGC","FAO","TER","GRW","OPO","BGC","4158","A320"
"FLW","GRW","PDL","PXO","HOR","FLW","3013","A321"
"FAO","HOR","PIX","TER","LIS","FAO","3745","A330"
"GRW","TER","OPO","PDL","SJZ","GRW","3474","737"
"HOR","PDL","PXO","VRL","PIX","HOR","4269","747"
"TER","PIX","FNC","LIS","OPO","TER","4187","757"
"PDL","PXO","OPO","CVU","SJZ","PDL","4540","767"
"PIX","CPX","PXO","LIS","VRL","PIX","12062","777"
"OPO","LIS","SJZ","BQN","FNC","OPO","N/A","Not Feasible"
"PXO","VRL","SJZ","CVU","FAJ","PXO","12190","DC8"
"LIS","VRL","FNC","SIG","CPX","LIS","N/A","Not Feasible"
"SJZ","CVU","BQN","MAZ","FNC","SJZ","10681","MD11"
"VRL","CVU","CPX","PSE","FAJ","VRL","N/A","Not Feasible"
"FNC","CPX","BQN","SJU","SIG","FNC","N/A","Not Feasible"
"CVU","BQN","FAJ","ARE","MAZ","CVU","N/A","Not Feasible"
"CPX","FAJ","SIG","PSE","VQS","CPX","284","BB1"
"BQN","SIG","SJU","RVR","MAZ","BQN","328","BA10"
"FAJ","MAZ","PSE","DOH","ARE","FAJ","N/A","Not Feasible"
"SIG","PSE","SJU","IUD","VQS","SIG","N/A","Not Feasible"
"MAZ","SJU","ARE","XOZ","RVR","MAZ","N/A","Not Feasible"
"PSE","ARE","VQS","RUN","DOH","PSE","N/A","Not Feasible"
"SJU","VQS","RVR","ZSE","IUD","SJU","N/A","Not Feasible"
"ARE","RVR","ARW","DOH","XOZ","ARE","11882","A330"
"VQS","DOH","IUD","BCM","RUN","VQS","N/A","Not Feasible"
"RVR","BAY","ZSE","XOZ","IUD","RVR","18109","747"
"DOH","BBU","ARW","RUN","XOZ","DOH","7897","757"
"IUD","CND","BCM","ZSE","RUN","IUD","7840","767"
"XOZ","CLJ","BAY","ARW","ZSE","XOZ","7989","777"
"RUN","ARW","BCM","CSB","BBU","RUN","N/A","Not Feasible"
"ZSE","BCM","BAY","CRA","CND","ZSE","N/A","Not Feasible"
"ARW","BBU","IAS","BAY","CLJ","ARW","304","F50"
"BCM","CND","BBU","CSB","OMR","BCM","301","MD11"
"BAY","CND","OTP","CRA","CLJ","BAY","287","A400M"
"BBU","SBZ","CSB","CLJ","IAS","BBU","263","C212"
"CND","CRA","CSB","OMR","SUJ","CND","313","V22"
"CLJ","CRA","OTP","IAS","SCV","CLJ","247","BB1"
"CSB","OMR","IAS","TCE","SBZ","CSB","309","BA10"
"CRA","OMR","SUJ","TGM","OTP","CRA","235","SIS99"
"IAS","OTP","SBZ","TSR","SCV","IAS","287","SAH"
"OMR","SBZ","SIB","TCE","SUJ","OMR","283","A319"
"OTP","CIO","SUJ","SCV","TGM","OTP","313","A320"
"SBZ","TCE","SCV","TSR","DVA","SBZ","308","A321"
"SUJ","TGM","TCE","SIB","DZM","SUJ","265","A330"
"SCV","YKS","CIO","TSR","TGM","SCV","1578","737"
"TCE","MJZ","TSR","DVA","SIB","TCE","1452","747"
"TGM","BQS","CIO","SIB","DZM","TGM","1777","757"
"TSR","DVA","YKS","KHV","CIO","TSR","1624","767"
"SIB","DZM","MJZ","PVS","DVA","SIB","1483","777"
"CIO","DZM","YKS","GDX","BQS","CIO","N/A","Not Feasible"
"DVA","MJZ","YKS","KHV","PWE","DVA","1475","DC8"
"DZM","MJZ","BQS","PKC","PVS","DZM","N/A","Not Feasible"
"YKS","BQS","KHV","UUS","GDX","YKS","77","MD11"
"MJZ","KHV","PVS","VVO","PWE","MJZ","N/A","Not Feasible"
"BQS","PVS","GDX","HTA","PKC","BQS","N/A","Not Feasible"
"KHV","GDX","PWE","BTK","UUS","KHV","N/A","Not Feasible"
"PVS","PWE","PKC","IKT","VVO","PVS","N/A","Not Feasible"
"GDX","PKC","UUS","UUD","HTA","GDX","N/A","Not Feasible"
"PWE","UUS","VVO","LED","BTK","PWE","N/A","Not Feasible"
"PKC","VVO","HTA","MMK","IKT","PKC","N/A","Not Feasible"
"UUS","HTA","BTK","KGD","UUD","UUS","N/A","Not Feasible"
"VVO","BTK","LED","ABA","IKT","VVO","202","A320"
"HTA","UUD","IKT","BAX","MMK","HTA","143","A321"
"BTK","UUD","KEJ","LED","KGD","BTK","165","A330"
"IKT","MMK","LED","OMS","ABA","IKT","145","737"
"UUD","MMK","KGD","KRR","BAX","UUD","188","747"
"LED","KGD","MCX","ABA","KEJ","LED","153","757"
"MMK","ABA","BAX","OMS","MRV","MMK","147","767"
"KGD","KEJ","BAX","STW","KRR","KGD","141","777"
"ABA","KEJ","OMS","ROV","MCX","ABA","N/A","Not Feasible"
"BAX","OMS","KRR","AER","MRV","BAX","103","DC8"
"KEJ","KRR","MCX","ASF","STW","KEJ","N/A","Not Feasible"
"OMS","MCX","MRV","ROV","VOG","OMS","82","MD11"
"KRR","CEK","MRV","STW","AER","KRR","62","A400M"
"MCX","STW","ROV","MQF","ASF","MCX","54","C212"
"MRV","ROV","AER","NJC","VOG","MRV","N/A","Not Feasible"
"STW","AER","ASF","PEE","CEK","STW","N/A","Not Feasible"
"ROV","ASF","VOG","SGC","MQF","ROV","N/A","Not Feasible"
"AER","VOG","CEK","SVX","NJC","AER","N/A","Not Feasible"
"ASF","CEK","MQF","BZK","PEE","ASF","N/A","Not Feasible"
"VOG","MQF","NJC","SGC","SVO","VOG","85","A319"
"CEK","NJC","KLD","PEE","SVX","CEK","75","A320"
"MQF","SGC","PEE","BZK","VOZ","MQF","80","A321"
"NJC","SGC","VKO","SVO","SVX","NJC","70","A330"
"PEE","SVX","BZK","KLD","SCW","PEE","58","737"
"SGC","SVO","BZK","VOZ","KZN","SGC","76","747"
"SVX","SVO","KLD","VKO","REN","SVX","53","757"
"BZK","KLD","SCW","UFA","VOZ","BZK","55","767"
"SVO","VKO","VOZ","KBY","KZN","SVO","31","777"
"KLD","VKO","DME","REN","SCW","KLD","52","BAE146"
"VOZ","SCW","OVB","UFA","KZN","VOZ","92","DC8"
"VKO","KZN","TJM","REN","KBY","VKO","58","F50"
"SCW","UFA","REN","KUF","DME","SCW","49","MD11"
"KZN","GOJ","KBY","UFA","OVB","KZN","74","A400M"
"REN","KBY","DME","TOF","TJM","REN","N/A","Not Feasible"
"UFA","DME","OVB","UIK","KUF","UFA","N/A","Not Feasible"
"KBY","OVB","TJM","NSK","GOJ","KBY","N/A","Not Feasible"
"DME","TJM","KUF","AAQ","TOF","DME","N/A","Not Feasible"
"OVB","KUF","GOJ","BKA","UIK","OVB","N/A","Not Feasible"
"TJM","GOJ","TOF","ARH","NSK","TJM","N/A","Not Feasible"
"KUF","UIK","TOF","AAQ","RTW","KUF","137","A319"
"GOJ","UIK","NSK","NUX","BKA","GOJ","121","A320"
"TOF","AAQ","ARH","NSK","NOJ","TOF","143","A321"
"UIK","UCT","BKA","AAQ","RTW","UIK","144","A330"
"NSK","USK","ARH","BKA","NUX","NSK","88","737"
"AAQ","ARH","PEX","NOJ","RTW","AAQ","103","747"
"BKA","RTW","NUX","NNM","UCT","BKA","84","757"
"ARH","NUX","NOJ","USK","PKV","ARH","83","767"
"RTW","UCT","PEX","NOJ","KGP","RTW","69","777"
"NUX","USK","NNM","UCT","KJA","NUX","77","BAE146"
"NOJ","USK","PEX","PKV","URJ","NOJ","80","DC8"
"UCT","NNM","PEX","KGP","IWA","UCT","67","F50"
"USK","NNM","PKV","KJA","PYJ","USK","142","MD11"
"PEX","PKV","KGP","KXK","URJ","PEX","N/A","Not Feasible"
"NNM","KGP","KJA","IKS","IWA","NNM","N/A","Not Feasible"
"PKV","KJA","URJ","CYX","PYJ","PKV","N/A","Not Feasible"
"KGP","URJ","IWA","CKH","KXK","KGP","N/A","Not Feasible"
"KJA","IWA","PYJ","CNN","IKS","KJA","N/A","Not Feasible"
"URJ","PYJ","KXK","DYR","CYX","URJ","N/A","Not Feasible"
"IWA","KXK","IKS","OHO","CKH","IWA","N/A","Not Feasible"
"PYJ","CSH","IKS","CYX","CNN","PYJ","173","A319"
"KXK","CEE","CKH","CYX","DYR","KXK","220","A320"
"IKS","CKH","OHO","CNN","AMV","IKS","129","A321"
"CYX","CNN","KSZ","CSH","DYR","CYX","199","A330"
"CKH","DYR","OHO","CEE","PES","CKH","201","737"
"CNN","OHO","AMV","CSH","EIE","CNN","163","747"
"DYR","CSH","CEE","KSZ","KYZ","DYR","214","757"
"OHO","AMV","PES","CEE","NOZ","OHO","179","767"
"CSH","AMV","HTG","EIE","KSZ","CSH","111","777"
"CEE","KSZ","PES","IAA","KYZ","CEE","N/A","Not Feasible"
"AMV","PES","GRV","NOZ","EIE","AMV","141","DC8"
"KSZ","EIE","KYZ","NAL","HTG","KSZ","N/A","Not Feasible"
"PES","OGZ","NOZ","KYZ","IAA","PES","154","MD11"
"EIE","NOZ","HTG","ESL","GRV","EIE","N/A","Not Feasible"
"KYZ","HTG","IAA","SLY","NAL","KYZ","N/A","Not Feasible"
"NOZ","IAA","GRV","HMA","OGZ","NOZ","N/A","Not Feasible"
"HTG","GRV","NAL","NYA","ESL","HTG","N/A","Not Feasible"
"IAA","NAL","OGZ","OVS","SLY","IAA","N/A","Not Feasible"
"GRV","OGZ","ESL","IJK","HMA","GRV","N/A","Not Feasible"
"NAL","ESL","SLY","KVX","NYA","NAL","N/A","Not Feasible"
"OGZ","SLY","NYM","HMA","OVS","OGZ","96","A319"
"ESL","HMA","RAT","NYA","IJK","ESL","82","A320"
"SLY","NFG","NYA","OVS","KVX","SLY","48","A321"
"HMA","KRO","IJK","OVS","NYM","HMA","48","A330"
"NYA","IJK","KVX","RYB","RAT","NYA","67","737"
"OVS","KVX","EGO","NFG","NYM","OVS","83","747"
"IJK","URS","NYM","RAT","KRO","IJK","88","757"
"KVX","NFG","RAT","RYB","LPK","KVX","78","767"
"NYM","NFG","KRO","EGO","VKT","NYM","90","777"
"RAT","KRO","UUA","URS","RYB","RAT","87","BAE146"
"NFG","RYB","EGO","LPK","JOK","NFG","77","DC8"
"KRO","EGO","URS","CSY","VKT","KRO","87","F50"
"RYB","URS","LPK","ULY","UUA","RYB","40","MD11"
"EGO","LPK","JOK","VKT","OSW","EGO","87","A400M"
"URS","PEZ","UUA","VKT","CSY","URS","76","C212"
"LPK","JOK","UUA","ULY","SKX","LPK","27","V22"
"VKT","JOK","OSW","BWO","CSY","VKT","77","BB1"
"UUA","ULY","PEZ","CSY","NBB","UUA","49","BA10"
"JOK","ULY","OSW","TBW","SKX","JOK","41","SIS99"
"CSY","OSW","BWO","PEZ","IAR","CSY","43","SAH"
"ULY","PEZ","SKX","NBB","UKX","ULY","116","A319"
"OSW","BWO","SKX","TBW","KVK","OSW","78","A320"
"PEZ","BWO","NBC","NBB","IAR","PEZ","59","A321"
"SKX","TBW","NBB","UKX","ULV","SKX","121","A330"
"BWO","TBW","IAR","KVK","SWT","BWO","95","737"
"NBB","IAR","GDZ","NBC","UKX","NBB","152","747"
"TBW","VGD","KVK","UKX","ULV","TBW","141","757"
"IAR","KVK","BVV","SWT","NBC","IAR","220","767"
"UKX","NBC","GDZ","ULV","OHH","UKX","212","777"
"KVK","LDG","SWT","ULV","VGD","KVK","87","BAE146"
"NBC","SWT","BVV","KMW","GDZ","NBC","243","DC8"
"ULV","GDZ","VGD","KIE","OHH","ULV","N/A","Not Feasible"
"SWT","BVV","LDG","VGD","NEZ","SWT","208","MD11"
"GDZ","BVV","OHH","NOI","KMW","GDZ","N/A","Not Feasible"
"VGD","OHH","LDG","CKL","KIE","VGD","N/A","Not Feasible"
"BVV","LDG","KMW","TYA","NEZ","BVV","N/A","Not Feasible"
"OHH","KMW","KIE","MOW","NOI","OHH","N/A","Not Feasible"
"LDG","KIE","NEZ","EYK","CKL","LDG","N/A","Not Feasible"
"KMW","NEZ","TYA","NOI","KLF","KMW","49","SIS99"
"KIE","NOI","CKL","DKS","MOW","KIE","N/A","Not Feasible"
"NEZ","CKL","TYA","RGK","EYK","NEZ","103","A319"
"NOI","TYA","KLF","MOW","DEE","NOI","246","A320"
"CKL","MOW","EYK","DKS","VUS","CKL","86","A321"
"TYA","EYK","ODO","RGK","KLF","TYA","146","A330"
"MOW","KLF","DKS","DEE","ULK","MOW","222","737"
"EYK","RGK","DKS","VLU","VUS","EYK","136","747"
"KLF","RGK","ODO","DEE","KVM","KLF","253","757"
"DKS","VUS","ULK","DEE","ZKP","DKS","203","767"
"RGK","ODO","UMS","VUS","VLU","RGK","181","777"
"DEE","ADH","ODO","ULK","KVM","DEE","131","BAE146"
"VUS","ULK","ZKP","VLU","GYI","VUS","273","DC8"
"ODO","VLU","KVM","KGL","UMS","ODO","N/A","Not Feasible"
"ULK","KME","KVM","ZKP","ADH","ULK","214","MD11"
"VLU","ZKP","UMS","SKB","GYI","VLU","N/A","Not Feasible"
"KVM","UMS","ADH","NEV","KGL","KVM","N/A","Not Feasible"
"ZKP","ADH","GYI","SLU","KME","ZKP","N/A","Not Feasible"
"UMS","GYI","KGL","UVF","SKB","UMS","N/A","Not Feasible"
"ADH","KGL","KME","MQC","NEV","ADH","N/A","Not Feasible"
"GYI","KME","SKB","FSP","SLU","GYI","N/A","Not Feasible"
"KGL","SKB","NEV","CIW","UVF","KGL","N/A","Not Feasible"
"KME","NEV","SLU","MQS","MQC","KME","N/A","Not Feasible"
"SKB","SVD","UVF","SLU","FSP","SKB","4832","A320"
"NEV","UNI","CIW","UVF","MQC","NEV","4924","A321"
"SLU","BQU","MQS","MQC","FSP","SLU","5105","A330"
"UVF","FSP","CIW","APW","SVD","UVF","N/A","Not Feasible"
"MQC","MQS","CIW","UNI","FGI","MQC","13709","747"
"FSP","MQS","SVD","MXS","BQU","FSP","N/A","Not Feasible"
"CIW","SVD","UNI","AAU","APW","CIW","N/A","Not Feasible"
"MQS","PCP","UNI","FGI","BQU","MQS","12353","777"
"SVD","BQU","APW","TMS","MXS","SVD","N/A","Not Feasible"
"UNI","APW","FGI","AHB","AAU","UNI","N/A","Not Feasible"
"BQU","FGI","MXS","HOF","PCP","BQU","N/A","Not Feasible"
"APW","MXS","AAU","ABT","TMS","APW","7959","MD11"
"FGI","AAU","PCP","BHH","AHB","FGI","N/A","Not Feasible"
"MXS","PCP","TMS","DMM","HOF","MXS","N/A","Not Feasible"
"AAU","TMS","AHB","DHA","ABT","AAU","N/A","Not Feasible"
"PCP","AHB","HOF","GIZ","BHH","PCP","N/A","Not Feasible"
"TMS","HOF","ABT","ELQ","DMM","TMS","N/A","Not Feasible"
"AHB","ABT","BHH","URY","DHA","AHB","N/A","Not Feasible"
"HOF","DMM","HAS","BHH","GIZ","HOF","833","SAH"
"ABT","DHA","DMM","ELQ","JED","ABT","688","A319"
"BHH","GIZ","DHA","HBT","URY","BHH","1111","A320"
"DMM","GIZ","MED","HAS","ELQ","DMM","863","A321"
"DHA","ELQ","URY","JED","EAM","DHA","1117","A330"
"GIZ","HAS","URY","AQI","HBT","GIZ","1021","737"
"ELQ","JED","MED","HAS","RAH","ELQ","522","747"
"URY","JED","EAM","RUH","HBT","URY","983","757"
"HAS","MED","HBT","AQI","RAE","HAS","527","767"
"JED","MED","RAH","SHW","EAM","JED","859","777"
"HBT","EAM","SLF","RUH","AQI","HBT","621","BAE146"
"MED","AQI","RAH","RAE","TUU","MED","597","DC8"
"EAM","TIF","RAH","RUH","SHW","EAM","826","F50"
"AQI","RUH","SLF","TUI","RAE","AQI","787","MD11"
"RAH","RAE","TUU","EJH","SHW","RAH","983","A400M"
"RUH","SLF","SHW","TIF","YNB","RUH","749","C212"
"RAE","SLF","EWD","TUU","TUI","RAE","803","V22"
"SHW","TIF","EJH","TUU","AJF","SHW","921","BB1"
"SLF","TIF","YNB","TUI","DWD","SLF","810","BA10"
"TUU","TUI","ULH","EWD","EJH","TUU","841","SIS99"
"TIF","EJH","YNB","ZIG","AJF","TIF","N/A","Not Feasible"
"TUI","YNB","EWD","CSK","DWD","TUI","N/A","Not Feasible"
"EJH","KLC","EWD","AJF","ULH","EJH","1859","A320"
"YNB","ZIG","DKR","AJF","DWD","YNB","1832","A321"
"EWD","DWD","ULH","XLS","CSK","EWD","1744","A330"
"AJF","ULH","BXE","ZIG","KLC","AJF","1469","737"
"DWD","KGG","ZIG","CSK","DKR","DWD","1546","747"
"ULH","TUD","CSK","KLC","XLS","ULH","1407","757"
"ZIG","KLC","DKR","MAX","BXE","ZIG","N/A","Not Feasible"
"CSK","DKR","XLS","BEG","KGG","CSK","46","777"
"KLC","XLS","BXE","INI","TUD","KLC","N/A","Not Feasible"
"DKR","BXE","PRN","MAX","KGG","DKR","43","DC8"
"XLS","KGG","TUD","DES","BEG","XLS","N/A","Not Feasible"
"BXE","SEZ","INI","MAX","TUD","BXE","518","MD11"
"KGG","MAX","BEG","PRI","PRN","KGG","N/A","Not Feasible"
"TUD","BEG","INI","BDI","DES","TUD","N/A","Not Feasible"
"MAX","INI","PRN","FNA","SEZ","MAX","N/A","Not Feasible"
"BEG","PRN","DES","KEN","PRI","BEG","N/A","Not Feasible"
"INI","DES","SEZ","KBS","BDI","INI","N/A","Not Feasible"
"PRN","SEZ","PRI","BTE","FNA","PRN","N/A","Not Feasible"
"DES","PRI","BDI","JMY","KEN","DES","N/A","Not Feasible"
"SEZ","BDI","FNA","HGS","KBS","SEZ","N/A","Not Feasible"
"PRI","KEN","FNA","WYE","BTE","PRI","562","A320"
"BDI","KEN","KBS","GBK","JMY","BDI","557","A321"
"FNA","BTE","QPG","KBS","HGS","FNA","8743","A330"
"KEN","BTE","JMY","XSP","WYE","KEN","N/A","Not Feasible"
"KBS","JMY","HGS","GBK","SIN","KBS","8750","747"
"BTE","HGS","WYE","BTS","QPG","BTE","N/A","Not Feasible"
"JMY","WYE","GBK","KSC","XSP","JMY","N/A","Not Feasible"
"HGS","GBK","SIN","QPG","PZY","HGS","11891","777"
"WYE","QPG","XSP","SLD","BTS","WYE","N/A","Not Feasible"
"GBK","XSP","SIN","TAT","KSC","GBK","N/A","Not Feasible"
"QPG","SIN","BTS","ILZ","PZY","QPG","N/A","Not Feasible"
"XSP","LJU","BTS","SLD","KSC","XSP","16674","MD11"
"SIN","KSC","PZY","MBX","TAT","SIN","N/A","Not Feasible"
"BTS","PZY","ILZ","SLD","POW","BTS","1183","C212"
"KSC","SLD","TAT","HIR","LJU","KSC","N/A","Not Feasible"
"PZY","TAT","ILZ","GTA","MBX","PZY","N/A","Not Feasible"
"SLD","ILZ","LJU","RBV","POW","SLD","N/A","Not Feasible"
"TAT","LJU","MBX","KGE","HIR","TAT","N/A","Not Feasible"
"ILZ","MBX","POW","VAO","GTA","ILZ","N/A","Not Feasible"
"LJU","POW","HIR","RUS","RBV","LJU","N/A","Not Feasible"
"MBX","HIR","GTA","RNL","KGE","MBX","N/A","Not Feasible"
"POW","GTA","RBV","MNY","VAO","POW","N/A","Not Feasible"
"HIR","RBV","GZO","KGE","RUS","HIR","126","A330"
"GTA","MUA","KGE","VAO","RNL","GTA","143","737"
"RBV","RUS","SCZ","VAO","MNY","RBV","290","747"
"KGE","RUS","IRA","RNL","GZO","KGE","176","757"
"VAO","MNY","MUA","RNL","MBU","VAO","182","767"
"RUS","GZO","MNY","FRE","SCZ","RUS","290","777"
"RNL","GZO","BAS","MUA","IRA","RNL","205","BAE146"
"MNY","MUA","MBU","SCZ","AKS","MNY","291","DC8"
"GZO","IRA","SCZ","ATD","FRE","GZO","254","F50"
"MUA","IRA","MBU","BAS","BN1","MUA","4680","MD11"
"SCZ","BNY","MBU","FRE","AKS","SCZ","213","A400M"
"IRA","RIN","BAS","FRE","ATD","IRA","192","C212"
"MBU","BAS","AKS","EGM","BN1","MBU","N/A","Not Feasible"
"FRE","AKS","ATD","AFT","BNY","FRE","100","BB1"
"BAS","ATD","BN1","RNA","RIN","BAS","N/A","Not Feasible"
"AKS","BN1","BNY","CHY","EGM","AKS","N/A","Not Feasible"
"ATD","RIN","BNY","NNB","AFT","ATD","179","SAH"
"BN1","RIN","EGM","XYA","RNA","BN1","N/A","Not Feasible"
"BNY","AFT","CHY","EGM","BPF","BNY","178","A320"
"RIN","AFT","RNA","HGA","NNB","RIN","N/A","Not Feasible"
"EGM","CHY","BBO","RNA","XYA","EGM","1639","A330"
"AFT","CHY","NNB","KMU","BPF","AFT","N/A","Not Feasible"
"RNA","XYA","HGA","BXX","NNB","RNA","1655","747"
"CHY","XYA","BPF","BUO","BBO","CHY","N/A","Not Feasible"
"NNB","BPF","HGA","GLK","KMU","NNB","N/A","Not Feasible"
"XYA","MGQ","HGA","BXX","BBO","XYA","1573","777"
"BPF","BBO","KMU","BSA","BUO","BPF","N/A","Not Feasible"
"HGA","KMU","BXX","ALU","GLK","HGA","3","DC8"
"BBO","BXX","BUO","GGR","MGQ","BBO","2","F50"
"KMU","BUO","GLK","BSA","ALJ","KMU","326","MD11"
"BXX","GLK","MGQ","AGZ","ALU","BXX","N/A","Not Feasible"
"BUO","MGQ","BSA","BIY","GGR","BUO","N/A","Not Feasible"
"GLK","BSA","ALU","BFN","ALJ","GLK","N/A","Not Feasible"
"MGQ","ALU","GGR","CPT","AGZ","MGQ","N/A","Not Feasible"
"BSA","GGR","ALJ","DUR","BIY","BSA","N/A","Not Feasible"
"ALU","ALJ","AGZ","ELS","BFN","ALU","N/A","Not Feasible"
"GGR","AGZ","BIY","GCJ","CPT","GGR","N/A","Not Feasible"
"ALJ","BFN","DUR","BIY","GRJ","ALJ","240","A319"
"AGZ","BFN","HDS","ELS","CPT","AGZ","289","A320"
"BIY","CPT","GCJ","JNB","DUR","BIY","234","A321"
